datetime,airtemp_F,rh,par_umolm2sec,soiltemp_F
10/11/19 5:43,65.273,52.1,1.2,66.301
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:43,65.273,52.1,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:43,65.273,52,1.2,66.214
10/11/19 5:44,65.273,52,1.2,66.214
10/11/19 5:44,65.273,52,1.2,66.214
10/11/19 5:44,65.273,52,1.2,66.214
10/11/19 5:44,65.273,52,1.2,66.214
10/11/19 5:44,65.273,52,1.2,66.214
10/11/19 5:44,65.273,52,1.2,66.258
10/11/19 5:44,65.273,52,1.2,66.258
10/11/19 5:44,65.273,52,1.2,66.258
10/11/19 5:44,65.273,52,1.2,66.214
10/11/19 5:44,65.273,52,1.2,66.258
10/11/19 5:44,65.273,52,1.2,66.258
10/11/19 5:44,65.273,52,3.7,66.258
10/11/19 5:44,65.273,52,1.2,66.258
10/11/19 5:44,65.273,52,1.2,66.258
10/11/19 5:44,65.273,52,3.7,66.301
10/11/19 5:44,65.273,52,1.2,66.301
10/11/19 5:44,65.273,52,1.2,66.301
10/11/19 5:44,65.273,52.1,1.2,66.301
10/11/19 5:44,65.273,52.1,1.2,66.301
10/11/19 5:44,65.273,52.1,1.2,66.301
10/11/19 5:44,65.273,52.1,1.2,66.344
10/11/19 5:44,65.273,52.1,1.2,66.301
10/11/19 5:44,65.273,52.1,1.2,66.344
10/11/19 5:44,65.273,52.1,1.2,66.344
10/11/19 5:44,65.273,52.1,1.2,66.344
10/11/19 5:44,65.273,52.1,1.2,66.344
10/11/19 5:44,65.273,52.1,1.2,66.344
