datetime,airtemp_F,rh,par_umolm2sec,soiltemp_F
7/25/19 9:26,67.199,67.2,1.2,66.943
7/25/19 9:26,67.199,67.2,1.2,66.814
7/25/19 9:26,67.199,67.2,1.2,66.814
7/25/19 9:26,67.199,67.2,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.857
7/25/19 9:26,67.199,67.1,1.2,66.857
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.857
7/25/19 9:26,67.199,67.1,1.2,66.857
7/25/19 9:26,67.199,67.1,1.2,66.857
7/25/19 9:26,67.199,67,1.2,66.857
7/25/19 9:26,67.199,67,1.2,66.857
7/25/19 9:26,67.199,67,1.2,66.857
7/25/19 9:26,67.199,67,1.2,66.857
7/25/19 9:26,67.199,67,1.2,66.857
7/25/19 9:26,67.199,67,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.857
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.242,67.1,1.2,66.814
7/25/19 9:26,67.199,67.1,1.2,66.814
7/25/19 9:26,67.242,67.1,1.2,66.814
7/25/19 9:26,67.242,67.1,1.2,66.814
7/25/19 9:26,67.242,67.1,1.2,66.814
7/25/19 9:26,67.242,67.1,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,67,1.2,66.814
7/25/19 9:26,67.242,66.9,1.2,66.814
7/25/19 9:26,67.242,66.9,1.2,66.814
7/25/19 9:26,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,1.2,66.772
7/25/19 9:27,67.242,66.9,1.2,66.772
7/25/19 9:27,67.242,66.9,1.2,66.772
7/25/19 9:27,67.242,66.9,1.2,66.772
7/25/19 9:27,67.242,66.9,8.7,66.772
7/25/19 9:27,67.242,66.9,3.7,66.772
7/25/19 9:27,67.242,66.9,3.7,66.772
7/25/19 9:27,67.242,66.9,3.7,66.772
7/25/19 9:27,67.242,66.9,3.7,66.772
7/25/19 9:27,67.242,66.9,3.7,66.772
7/25/19 9:27,67.242,66.9,6.2,66.729
7/25/19 9:27,67.242,66.9,6.2,66.729
7/25/19 9:27,67.242,66.9,3.7,66.729
7/25/19 9:27,67.242,66.9,3.7,66.729
7/25/19 9:27,67.242,66.9,3.7,66.729
7/25/19 9:27,67.242,66.9,3.7,66.729
7/25/19 9:27,67.285,66.8,3.7,66.729
7/25/19 9:27,67.242,66.8,3.7,66.729
7/25/19 9:27,67.242,66.8,3.7,66.729
7/25/19 9:27,67.242,66.8,3.7,66.729
7/25/19 9:27,67.242,66.8,1.2,66.729
7/25/19 9:27,67.242,66.8,1.2,66.729
7/25/19 9:27,67.242,66.8,1.2,66.729
7/25/19 9:27,67.285,66.8,1.2,66.772
7/25/19 9:27,67.242,66.8,1.2,66.772
7/25/19 9:27,67.242,66.8,1.2,66.772
7/25/19 9:27,67.285,66.8,1.2,66.814
7/25/19 9:27,67.285,66.9,1.2,66.814
7/25/19 9:27,67.285,66.9,1.2,66.814
7/25/19 9:27,67.242,66.9,3.7,66.814
7/25/19 9:27,67.242,66.9,6.2,66.857
7/25/19 9:27,67.285,66.9,1.2,66.857
7/25/19 9:27,67.285,66.9,1.2,66.857
7/25/19 9:27,67.285,66.9,1.2,66.9
7/25/19 9:27,67.285,66.9,1.2,66.9
7/25/19 9:27,67.285,67,1.2,66.9
7/25/19 9:27,67.285,67,1.2,66.943
7/25/19 9:27,67.285,67,11.2,66.943
7/25/19 9:27,67.285,67,46.2,66.943
7/25/19 9:27,67.285,67,101.2,66.985
7/25/19 9:27,67.285,67,181.2,67.028
7/25/19 9:27,67.285,67,668.7,67.071
7/25/19 9:27,67.285,67,481.2,67.158
7/25/19 9:27,67.285,67,531.2,67.199
7/25/19 9:27,67.285,67.1,738.7,67.285
7/25/19 9:27,67.329,67.1,661.2,67.329
7/25/19 9:28,67.329,67.1,1268.7,67.413
7/25/19 9:28,67.329,67,338.7,67.456
7/25/19 9:28,67.329,67,253.7,67.543
7/25/19 9:28,67.329,67.1,228.7,67.586
7/25/19 9:28,67.372,67.1,236.2,67.627
7/25/19 9:28,67.372,67.2,248.7,67.714
7/25/19 9:28,67.372,67.3,243.7,67.757
7/25/19 9:28,67.413,67.3,238.7,67.798
7/25/19 9:28,67.413,67.4,238.7,67.885
7/25/19 9:28,67.413,67.5,238.7,67.928
7/25/19 9:28,67.456,67.5,238.7,67.971
7/25/19 9:28,67.456,67.5,241.2,68.013
7/25/19 9:28,67.456,67.6,241.2,68.056
7/25/19 9:28,67.456,67.7,241.2,68.099
7/25/19 9:28,67.5,67.8,241.2,68.142
7/25/19 9:28,67.5,67.9,241.2,68.185
7/25/19 9:28,67.5,68,241.2,68.227
