datetime,airtemp_F,rh,par_umolm2sec,soiltemp_F
8/29/19 5:55,68.313,62.9,26.2,68.443
8/29/19 5:55,68.313,62.9,23.7,68.356
8/29/19 5:55,68.27,62.9,23.7,68.356
8/29/19 5:55,68.27,63,23.7,68.4
8/29/19 5:55,68.27,63,23.7,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,63,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,26.2,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,23.7,68.4
8/29/19 5:55,68.313,62.9,21.2,68.4
8/29/19 5:56,68.313,62.9,23.7,68.4
8/29/19 5:56,68.313,62.9,23.7,68.4
8/29/19 5:56,68.313,62.9,23.7,68.4
8/29/19 5:56,68.313,62.9,23.7,68.4
8/29/19 5:56,68.313,62.9,23.7,68.4
8/29/19 5:56,68.313,62.9,23.7,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,23.7,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.313,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:56,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.8,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,21.2,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,26.2,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:57,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,21.2,68.4
8/29/19 5:58,68.356,62.9,21.2,68.4
8/29/19 5:58,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,21.2,68.4
8/29/19 5:58,68.356,63,23.7,68.4
8/29/19 5:58,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,26.2,68.4
8/29/19 5:58,68.356,62.9,23.7,68.4
8/29/19 5:58,68.356,62.9,26.2,68.4
8/29/19 5:58,68.356,62.9,26.2,68.443
8/29/19 5:58,68.356,62.9,26.2,68.443
8/29/19 5:58,68.356,62.9,23.7,68.443
8/29/19 5:58,68.356,62.9,21.2,68.443
8/29/19 5:58,68.356,62.9,1.2,68.443
8/29/19 5:58,68.356,62.9,1.2,68.443
8/29/19 5:58,68.356,62.9,1.2,68.484
8/29/19 5:58,68.356,62.9,1.2,68.484
8/29/19 5:58,68.356,62.9,1.2,68.484
8/29/19 5:58,68.356,62.9,1.2,68.484
8/29/19 5:58,68.4,62.9,1.2,68.484
8/29/19 5:58,68.4,62.9,1.2,68.484
8/29/19 5:58,68.4,63,1.2,68.484
8/29/19 5:58,68.4,62.9,1.2,68.484
8/29/19 5:58,68.4,63,1.2,68.484
8/29/19 5:58,68.4,63,1.2,68.484
8/29/19 5:58,68.4,63.1,1.2,68.484
8/29/19 5:58,68.4,63,1.2,68.484
8/29/19 5:58,68.4,63.1,1.2,68.443
8/29/19 5:58,68.4,63,1.2,68.443
8/29/19 5:58,68.4,62.9,1.2,68.443
8/29/19 5:58,68.4,62.9,1.2,68.443
8/29/19 5:58,68.4,63,1.2,68.443
8/29/19 5:58,68.4,63,1.2,68.4
8/29/19 5:58,68.4,63,1.2,68.4
8/29/19 5:58,68.4,63,1.2,68.4
8/29/19 5:58,68.4,62.9,1.2,68.4
8/29/19 5:58,68.4,62.9,1.2,68.4
8/29/19 5:58,68.4,62.9,1.2,68.4
8/29/19 5:58,68.4,62.9,1.2,68.4
8/29/19 5:58,68.4,63,1.2,68.4
8/29/19 5:58,68.4,63,1.2,68.4
8/29/19 5:58,68.4,62.9,1.2,68.4
8/29/19 5:58,68.4,62.9,1.2,68.4
