MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20181002,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,36021,Columbia County,NY,99.79,0.21,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,36021,Columbia County,NY,99.40,0.60,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,36021,Columbia County,NY,99.40,0.60,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,36021,Columbia County,NY,99.40,0.60,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,36021,Columbia County,NY,99.73,0.27,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,36021,Columbia County,NY,40.73,59.27,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,36021,Columbia County,NY,36.52,63.48,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,36021,Columbia County,NY,36.52,63.48,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,36021,Columbia County,NY,2.81,97.19,26.94,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,36021,Columbia County,NY,2.81,97.19,33.13,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,36021,Columbia County,NY,2.81,97.19,33.13,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,36021,Columbia County,NY,0.00,100.00,97.43,23.52,0.00,0.00,2017-03-14,2017-03-20,1
20170307,36021,Columbia County,NY,0.00,100.00,97.43,23.52,0.00,0.00,2017-03-07,2017-03-13,1
20170228,36021,Columbia County,NY,0.00,100.00,97.43,23.52,0.00,0.00,2017-02-28,2017-03-06,1
20170221,36021,Columbia County,NY,0.00,100.00,97.43,23.52,0.00,0.00,2017-02-21,2017-02-27,1
20170214,36021,Columbia County,NY,0.00,100.00,97.43,23.52,0.00,0.00,2017-02-14,2017-02-20,1
20170207,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2017-02-07,2017-02-13,1
20170131,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2017-01-31,2017-02-06,1
20170124,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2017-01-24,2017-01-30,1
20170117,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2017-01-17,2017-01-23,1
20170110,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2017-01-10,2017-01-16,1
20170103,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2017-01-03,2017-01-09,1
20161227,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2016-12-27,2017-01-02,1
20161220,36021,Columbia County,NY,0.00,100.00,100.00,23.52,0.00,0.00,2016-12-20,2016-12-26,1
20161213,36021,Columbia County,NY,0.00,100.00,100.00,66.28,0.17,0.00,2016-12-13,2016-12-19,1
20161206,36021,Columbia County,NY,0.00,100.00,100.00,66.28,0.17,0.00,2016-12-06,2016-12-12,1
20161129,36021,Columbia County,NY,0.00,100.00,100.00,66.28,0.17,0.00,2016-11-29,2016-12-05,1
20161122,36021,Columbia County,NY,0.00,100.00,100.00,66.28,0.17,0.00,2016-11-22,2016-11-28,1
20161115,36021,Columbia County,NY,0.00,100.00,100.00,77.26,0.17,0.00,2016-11-15,2016-11-21,1
20161108,36021,Columbia County,NY,0.00,100.00,100.00,77.26,0.00,0.00,2016-11-08,2016-11-14,1
20161101,36021,Columbia County,NY,0.00,100.00,100.00,77.26,0.00,0.00,2016-11-01,2016-11-07,1
20161025,36021,Columbia County,NY,0.00,100.00,100.00,77.26,0.00,0.00,2016-10-25,2016-10-31,1
20161018,36021,Columbia County,NY,0.00,100.00,100.00,77.26,0.00,0.00,2016-10-18,2016-10-24,1
20161011,36021,Columbia County,NY,0.00,100.00,100.00,0.00,0.00,0.00,2016-10-11,2016-10-17,1
20161004,36021,Columbia County,NY,0.00,100.00,86.21,0.00,0.00,0.00,2016-10-04,2016-10-10,1
20160927,36021,Columbia County,NY,0.00,100.00,86.21,0.00,0.00,0.00,2016-09-27,2016-10-03,1
20160920,36021,Columbia County,NY,0.00,100.00,86.21,0.00,0.00,0.00,2016-09-20,2016-09-26,1
20160913,36021,Columbia County,NY,0.00,100.00,86.21,0.00,0.00,0.00,2016-09-13,2016-09-19,1
20160906,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,1
20160830,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,1
20160823,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,1
20160816,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,1
20160809,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,36021,Columbia County,NY,33.18,66.82,0.00,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,36021,Columbia County,NY,36.68,63.32,0.00,0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,36021,Columbia County,NY,91.03,8.97,0.00,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,36021,Columbia County,NY,91.03,8.97,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,36021,Columbia County,NY,91.03,8.97,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,36021,Columbia County,NY,91.03,8.97,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,36021,Columbia County,NY,91.03,8.97,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,36021,Columbia County,NY,91.03,8.97,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,36021,Columbia County,NY,74.51,25.49,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,36021,Columbia County,NY,72.97,27.03,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,36021,Columbia County,NY,72.97,27.03,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,36021,Columbia County,NY,72.97,27.03,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,36021,Columbia County,NY,71.16,28.84,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,36021,Columbia County,NY,71.16,28.84,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,36021,Columbia County,NY,71.16,28.84,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,36021,Columbia County,NY,76.63,23.37,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,36021,Columbia County,NY,76.63,23.37,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,36021,Columbia County,NY,76.63,23.37,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,36021,Columbia County,NY,76.63,23.37,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,36021,Columbia County,NY,93.17,6.83,0.00,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,36021,Columbia County,NY,26.71,73.29,0.00,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,36021,Columbia County,NY,26.71,73.29,0.00,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,36021,Columbia County,NY,26.71,73.29,0.00,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,36021,Columbia County,NY,98.16,1.84,0.00,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,36021,Columbia County,NY,98.35,1.65,0.00,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,36021,Columbia County,NY,98.35,1.65,0.00,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,36021,Columbia County,NY,98.35,1.65,0.00,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,36021,Columbia County,NY,99.08,0.92,0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150728,36021,Columbia County,NY,88.54,11.46,0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,36021,Columbia County,NY,88.54,11.46,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,36021,Columbia County,NY,88.54,11.46,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,36021,Columbia County,NY,0.00,100.00,11.20,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,36021,Columbia County,NY,0.00,100.00,11.20,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,36021,Columbia County,NY,0.00,100.00,14.30,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,36021,Columbia County,NY,0.00,100.00,100.00,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,36021,Columbia County,NY,0.00,100.00,100.00,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,36021,Columbia County,NY,0.00,100.00,100.00,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,36021,Columbia County,NY,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,36021,Columbia County,NY,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,36021,Columbia County,NY,79.82,20.18,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,36021,Columbia County,NY,79.82,20.18,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,36021,Columbia County,NY,79.82,20.18,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,36021,Columbia County,NY,79.82,20.18,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,36021,Columbia County,NY,79.82,20.18,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,36021,Columbia County,NY,79.82,20.18,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,36021,Columbia County,NY,99.97,0.03,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141216,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141209,36021,Columbia County,NY,97.11,2.89,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141202,36021,Columbia County,NY,96.88,3.12,0.00,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141125,36021,Columbia County,NY,96.88,3.12,0.00,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141118,36021,Columbia County,NY,96.88,3.12,0.00,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141111,36021,Columbia County,NY,96.88,3.12,0.00,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141104,36021,Columbia County,NY,96.88,3.12,0.00,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141028,36021,Columbia County,NY,96.88,3.12,0.00,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141021,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141014,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141007,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20140930,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140923,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140916,36021,Columbia County,NY,97.10,2.90,0.00,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140909,36021,Columbia County,NY,97.10,2.90,0.00,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140902,36021,Columbia County,NY,99.56,0.44,0.00,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140826,36021,Columbia County,NY,99.56,0.44,0.00,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140819,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140812,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140805,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140729,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140722,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140715,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140708,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140701,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140624,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140617,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140610,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140603,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140527,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140520,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140513,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140506,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140429,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140422,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140415,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140408,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140401,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140325,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140318,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140311,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
20140304,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-03-04,2014-03-10,1
20140225,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-02-25,2014-03-03,1
20140218,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-02-18,2014-02-24,1
20140211,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-02-11,2014-02-17,1
20140204,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-02-04,2014-02-10,1
20140128,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-01-28,2014-02-03,1
20140121,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-01-21,2014-01-27,1
20140114,36021,Columbia County,NY,100.00,0.00,0.00,0.00,0.00,0.00,2014-01-14,2014-01-20,1
20140107,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2014-01-07,2014-01-13,1
20131231,36021,Columbia County,NY,0.00,100.00,0.00,0.00,0.00,0.00,2013-12-31,2014-01-06,1
